User_ID,predicted_probability,Converted
103001,0.14938797715088548,0
103002,0.3118165744723259,0
103003,0.48021994672697965,1
103004,0.6251182460725029,1
103005,0.30341187873986936,0
103006,0.4013138597256388,0
103007,0.6173737206254954,1
103008,0.278416218297497,0
103009,0.3418356790905023,0
103010,0.19006555272879694,0
103011,0.31082743035086524,0
103012,0.5334762153442599,1
103013,0.7132224666998858,1
103014,0.6066984833367892,1
103015,0.40377419944522125,0
103016,0.1447909463634241,0
103017,0.5205124673928908,1
103018,0.668927942053051,1
103019,0.20726611694466562,0
103020,0.5105778129123388,1
103021,0.23378717888806338,0
103022,0.37368884007240016,0
103023,0.7800685381299017,1
103024,0.47839922714936073,1
103025,0.22603167807779084,0
103026,0.6664095307061628,1
103027,0.5062865473270762,1
103028,0.5584718253587937,1
103029,0.13785575239330508,0
103030,0.49165716199971526,1
103031,0.4422666782636786,1
103032,0.1673840453623931,0
103033,0.49788769541208544,1
103034,0.45168082432813134,1
103035,0.2292565551605027,0
103036,0.6435656652113085,1
103037,0.2833640755196422,0
103038,0.48333322624767006,1
103039,0.3028783880613306,0
103040,0.72918020959071,1
103041,0.6076425909963035,1
103042,0.4722150906477843,1
103043,0.196252212459658,0
103044,0.1336210495586898,0
103045,0.702655879439793,1
103046,0.5249391958331869,1
103047,0.32003555394881555,0
103048,0.373360596431996,0
103049,0.2056249631157568,0
103050,0.07372513567531944,0
103051,0.5803533538259379,1
103052,0.2364052666374978,0
103053,0.2916683454864079,0
103054,0.1376579300850749,0
103055,0.30888143097338083,0
103056,0.4796280972157799,1
103057,0.6480579381104633,1
103058,0.6641719341169767,1
103059,0.668482755290172,1
103060,0.5802961534548302,1
103061,0.6994105117706789,1
103062,0.5226098315838112,1
103063,0.1895199641386854,0
103064,0.2747488648546999,0
103065,0.7988717917794897,1
103066,0.23292734970641593,0
103067,0.21218683794519716,0
103068,0.15486188041119822,0
103069,0.6676023457794964,1
103070,0.5173047390803405,1
103071,0.4529004553158942,1
103072,0.7031882836584044,1
103073,0.7484219113987437,1
103074,0.47045508931844027,1
103075,0.6243845375738831,1
103076,0.19540666784352517,0
103077,0.5584981506535471,1
103078,0.5046744557702114,1
103079,0.3625263274894364,0
103080,0.35545431984203824,0
103081,0.2588187598249985,0
103082,0.12550208413899622,0
103083,0.5571280789182931,1
103084,0.6640420652031744,1
103085,0.20585355790725662,0
103086,0.27353683327991835,0
103087,0.31419876931913,0
103088,0.2646310509531386,0
103089,0.14053417297454285,0
103090,0.48962821213364477,1
103091,0.2504941311276136,0
103092,0.21040475850831158,0
103093,0.15276281884013196,0
103094,0.11895919684984158,0
103095,0.1381829371180805,0
103096,0.2374863628848138,0
103097,0.6496586546476302,1
103098,0.6094192895885296,1
103099,0.7261533272535924,1
103100,0.636764434332398,1
103101,0.3245438166303367,0
103102,0.6601303053454305,1
103103,0.24889583614836677,0
103104,0.33651606140004264,0
103105,0.19798248624039697,0
103106,0.706207551822671,1
103107,0.5741533130537044,1
103108,0.15129855761619954,0
103109,0.4334802411790911,0
103110,0.29241765414557613,0
103111,0.11456852233347858,0
103112,0.14324174744006868,0
103113,0.6281629954938744,1
103114,0.8115286515221041,1
103115,0.11937046143539663,0
103116,0.6367871506783829,1
103117,0.36114125941150677,0
103118,0.25183574298959627,0
