User_ID,predicted_probability,Converted
103001,0.06255909,0
103002,0.20957908,0
103003,0.35057077,1
103004,0.46518835,1
103005,0.22861779,1
103006,0.2654075,1
103007,0.48902845,1
103008,0.17145276,0
103009,0.21852133,0
103010,0.079219885,0
103011,0.20615359,0
103012,0.40936312,1
103013,0.5317263,1
103014,0.4328502,1
103015,0.3142975,1
103016,0.06520461,0
103017,0.43652192,1
103018,0.53217584,1
103019,0.084403835,0
103020,0.37265027,1
103021,0.1167306,0
103022,0.26292908,1
103023,0.58761424,1
103024,0.363271,1
103025,0.10730299,0
103026,0.4905054,1
103027,0.38906893,1
103028,0.45908841,1
103029,0.06076413,0
103030,0.3798509,1
103031,0.30564997,1
103032,0.06920405,0
103033,0.343282,1
103034,0.3150013,1
103035,0.10570526,0
103036,0.46579766,1
103037,0.15966722,0
103038,0.3938002,1
103039,0.1839746,0
103040,0.57003707,1
103041,0.48147193,1
103042,0.31606305,1
103043,0.08099863,0
103044,0.04675387,0
103045,0.55299324,1
103046,0.34770226,1
103047,0.18989149,0
103048,0.19467542,0
103049,0.11710909,0
103050,0.03321159,0
103051,0.4253325,1
103052,0.061345227,0
103053,0.16653557,0
103054,0.06810306,0
103055,0.2007088,0
103056,0.35416803,1
103057,0.4823706,1
103058,0.5489446,1
103059,0.5230394,1
103060,0.48809704,1
103061,0.5412921,1
103062,0.42227265,1
103063,0.11982448,0
103064,0.17514741,0
103065,0.628899,1
103066,0.113996506,0
103067,0.10364388,0
103068,0.057955462,0
103069,0.468726,1
103070,0.36230123,1
103071,0.31624305,1
103072,0.4953091,1
103073,0.5879181,1
103074,0.32411286,1
103075,0.50498587,1
103076,0.11543962,0
103077,0.41148064,1
103078,0.40345842,1
103079,0.22188544,0
103080,0.26704437,1
103081,0.17214283,0
103082,0.049271435,0
103083,0.33629966,1
103084,0.5486532,1
103085,0.0816544,0
103086,0.1622349,0
103087,0.22112834,0
103088,0.17702463,0
103089,0.08184551,0
103090,0.3509426,1
103091,0.12691455,0
103092,0.13727647,0
103093,0.09148176,0
103094,0.050507262,0
103095,0.052786127,0
103096,0.11476287,0
103097,0.49823397,1
103098,0.49019015,1
103099,0.5896355,1
103100,0.47781906,1
103101,0.18941514,0
103102,0.5132055,1
103103,0.092333645,0
103104,0.20733239,0
103105,0.10313997,0
103106,0.55139726,1
103107,0.4501612,1
103108,0.04691402,0
103109,0.30051792,1
103110,0.14099345,0
103111,0.03706178,0
103112,0.050230112,0
103113,0.4432135,1
103114,0.6375784,1
103115,0.03718353,0
103116,0.47166052,1
103117,0.24133295,1
103118,0.15482616,0
103119,0.046470944,0
103120,0.10750527,0
103121,0.46665058,1
103122,0.07289694,0
103123,0.16262919,0
