User_ID,predicted_probability,Converted
103001,0.031127632,0
103002,0.26335484,1
103003,0.4261189,1
103004,0.45536762,1
103005,0.30176857,1
103006,0.32256263,1
103007,0.50422126,1
103008,0.2817223,1
103009,0.09775269,0
103010,0.094884895,0
103011,0.27267992,1
103012,0.37412775,1
103013,0.5281064,1
103014,0.43600938,1
103015,0.29039696,1
103016,0.03337647,0
103017,0.5024924,1
103018,0.44864255,1
103019,0.0484886,0
103020,0.4055909,1
103021,0.16069874,0
103022,0.3502449,1
103023,0.5359068,1
103024,0.29536003,1
103025,0.1669496,0
103026,0.42672327,1
103027,0.4015845,1
103028,0.48221275,1
103029,0.09211629,0
103030,0.41528878,1
103031,0.44580695,1
103032,0.056431226,0
103033,0.4203598,1
103034,0.3318626,1
103035,0.157207,0
103036,0.35268852,1
103037,0.22443709,1
103038,0.40896943,1
103039,0.25800443,1
103040,0.5307478,1
103041,0.47509623,1
103042,0.26633498,1
103043,0.036384866,0
103044,0.05033442,0
103045,0.5601746,1
103046,0.31538484,1
103047,0.115071036,0
103048,0.21583943,0
103049,0.19030589,0
103050,0.03028457,0
103051,0.40210307,1
103052,0.032531127,0
103053,0.18676478,0
103054,0.062290154,0
103055,0.20813742,0
103056,0.38803217,1
103057,0.45607996,1
103058,0.60273874,1
103059,0.4949025,1
103060,0.54958934,1
103061,0.5413921,1
103062,0.49932665,1
103063,0.09053812,0
103064,0.08456947,0
103065,0.576367,1
103066,0.1511958,0
103067,0.14511418,0
103068,0.034805812,0
103069,0.5311192,1
103070,0.3970134,1
103071,0.39646196,1
103072,0.4431332,1
103073,0.56697994,1
103074,0.39209723,1
103075,0.5539435,1
103076,0.108836226,0
103077,0.43174788,1
103078,0.5013292,1
103079,0.32048133,1
103080,0.17480512,0
103081,0.13169092,0
103082,0.042927355,0
103083,0.25457078,1
103084,0.5481553,1
103085,0.073976964,0
103086,0.24706797,1
103087,0.18494159,0
103088,0.20956862,0
103089,0.07052287,0
103090,0.41042703,1
103091,0.13189897,0
103092,0.07880527,0
103093,0.11269959,0
103094,0.040562037,0
103095,0.07662872,0
103096,0.1810443,0
103097,0.5088483,1
103098,0.51873845,1
103099,0.6471119,1
103100,0.48204944,1
103101,0.18804002,0
103102,0.5508026,1
103103,0.09242801,0
103104,0.2701477,1
103105,0.17420733,0
103106,0.55515075,1
103107,0.49772817,1
103108,0.027880028,0
103109,0.32181737,1
103110,0.13213775,0
103111,0.04030086,0
103112,0.030449651,0
103113,0.39009118,1
103114,0.6428716,1
103115,0.051469296,0
103116,0.55795866,1
103117,0.289378,1
103118,0.20032799,0
103119,0.043018565,0
103120,0.1062907,0
103121,0.50892115,1
103122,0.0903151,0
103123,0.24674629,1
103124,0.5218241,1
103125,0.08838607,0
103126,0.5614912,1
103127,0.63278043,1
103128,0.045844395,0
103129,0.60620356,1
103130,0.20440602,0
103131,0.35532433,1
103132,0.07338736,0
103133,0.06928018,0
103134,0.42410016,1
103135,0.29177833,1
103136,0.08221037,0
103137,0.12800474,0
103138,0.090052806,0
103139,0.68626267,1
103140,0.535318,1
103141,0.43726277,1
103142,0.44813633,1
103143,0.14081663,0
103144,0.2912197,1
103145,0.097079776,0
103146,0.5713698,1
103147,0.5225469,1
103148,0.35792363,1
103149,0.71912277,1
103150,0.3643764,1
103151,0.13954912,0
103152,0.10305433,0
103153,0.536533,1
103154,0.27332613,1
103155,0.08138077,0
103156,0.57067865,1
103157,0.20886903,0
103158,0.44530958,1
103159,0.15814444,0
103160,0.05094501,0
103161,0.078254275,0
103162,0.43218544,1
103163,0.09488943,0
103164,0.49995285,1
103165,0.07953003,0
103166,0.3466864,1
103167,0.3418155,1
103168,0.37551624,1
103169,0.068732485,0
103170,0.37325263,1
103171,0.32643223,1
103172,0.33969057,1
103173,0.37133372,1
103174,0.14121558,0
103175,0.58949924,1
103176,0.25390658,1
103177,0.3595897,1
103178,0.29546106,1
103179,0.08530154,0
103180,0.049922973,0
103181,0.37690738,1
103182,0.11547737,0
103183,0.58686614,1
103184,0.46387494,1
103185,0.21264298,0
103186,0.18900335,0
103187,0.6067185,1
103188,0.21246466,0
103189,0.02791447,0
103190,0.06667274,0
103191,0.32676888,1
103192,0.30861518,1
103193,0.18274687,0
103194,0.10100196,0
103195,0.14151415,0
103196,0.23858626,1
103197,0.06414445,0
103198,0.08677687,0
103199,0.11230019,0
103200,0.46112794,1
103201,0.5105262,1
103202,0.4010404,1
103203,0.19907594,0
103204,0.105156034,0
103205,0.08162803,0
103206,0.17630431,0
103207,0.04207553,0
103208,0.49599904,1
103209,0.54167247,1
103210,0.73260355,1
103211,0.08124326,0
103212,0.07835542,0
103213,0.32610187,1
103214,0.10103568,0
103215,0.43854928,1
103216,0.29451716,1
103217,0.36171025,1
103218,0.34876323,1
103219,0.17908779,0
103220,0.5205771,1
103221,0.09288057,0
103222,0.47694302,1
103223,0.43788233,1
103224,0.2594358,1
103225,0.3017294,1
103226,0.03405234,0
103227,0.17107424,0
103228,0.03789738,0
103229,0.46172762,1
103230,0.7153821,1
103231,0.14296743,0
103232,0.5030391,1
103233,0.46274585,1
103234,0.03532428,0
103235,0.46855888,1
103236,0.46783233,1
103237,0.61073023,1
