User_ID,predicted_probability,Converted
103001,0.16050326963775435,0
103002,0.3360253767212037,0
103003,0.522503599498998,1
103004,0.6669506186149188,1
103005,0.3263325262001101,0
103006,0.42937457851682526,0
103007,0.6336429421174403,1
103008,0.31259483816813616,0
103009,0.3873820468753344,0
103010,0.21924635563510897,0
103011,0.3478440655355964,0
103012,0.5744702137258859,1
103013,0.7834042823118741,1
103014,0.6488709331321432,1
103015,0.48174408785382483,0
103016,0.18097716494149185,0
103017,0.5575896431843627,1
103018,0.7075902314383088,1
103019,0.24009540809700702,0
103020,0.530517834876277,1
103021,0.2551086677302156,0
103022,0.4241496309074919,0
103023,0.8133064820810727,1
103024,0.5478918080594769,1
103025,0.2686202813735741,0
103026,0.7356508432059736,1
103027,0.535739658950137,1
103028,0.6294774111858265,1
103029,0.16204340569893358,0
103030,0.5294175469885345,1
103031,0.4713979639767803,0
103032,0.18287919318799517,0
103033,0.5042523580504932,1
103034,0.46379500784704986,0
103035,0.24473259162197122,0
103036,0.7091559029747648,1
103037,0.3063285775642205,0
103038,0.5113007827893691,1
103039,0.30825943369739306,0
103040,0.7647419560600537,1
103041,0.6443455256135322,1
103042,0.4973229804159044,1
103043,0.23904875047451504,0
103044,0.162240118761929,0
103045,0.7001150361936463,1
103046,0.5989233081922031,1
103047,0.38590847327073574,0
103048,0.4095755244918635,0
103049,0.2243233657705898,0
103050,0.06614987425232474,0
103051,0.6178228824354163,1
103052,0.26271095020599683,0
103053,0.3215879741209896,0
103054,0.17065768497614128,0
103055,0.38624108903707327,0
103056,0.46720189806578005,0
103057,0.6669951483626779,1
103058,0.7007965260192003,1
103059,0.7375173346752982,1
103060,0.5844898165163193,1
103061,0.7298012637567861,1
103062,0.5898492389317561,1
103063,0.1976176985731537,0
103064,0.2785180521708233,0
103065,0.8395289953563813,1
103066,0.2951790222431964,0
103067,0.22216905598454356,0
103068,0.1798050628005263,0
103069,0.7238290797735034,1
103070,0.5460503973798055,1
103071,0.46833531603625583,0
103072,0.736603925631163,1
103073,0.8214391249913939,1
103074,0.49452504191429975,1
103075,0.6714526548400834,1
103076,0.21969570557926302,0
103077,0.5697356780436353,1
103078,0.5553297143030184,1
103079,0.39883553293249624,0
103080,0.43328104387694893,0
103081,0.31591732918908866,0
103082,0.15332367349638584,0
103083,0.6587057523689214,1
103084,0.7040989572382742,1
103085,0.20424662435826438,0
103086,0.31679775913377123,0
103087,0.32953577491166275,0
103088,0.30150330556988286,0
103089,0.13590821923979288,0
103090,0.5336639707020829,1
103091,0.2713796574341205,0
103092,0.19987322331154442,0
103093,0.17003640841448078,0
103094,0.1228753567974256,0
103095,0.1574962124790129,0
103096,0.25404802407014526,0
103097,0.7208222951698138,1
103098,0.6523422719992488,1
103099,0.7736635533130959,1
103100,0.6946235317659485,1
103101,0.3805350254154937,0
103102,0.7063479953428087,1
103103,0.2863977743020957,0
103104,0.3295491161292964,0
103105,0.20607468590327127,0
103106,0.7645839967247058,1
103107,0.6279536543463583,1
103108,0.18819685891268245,0
103109,0.462146901528392,0
103110,0.3197811808311976,0
103111,0.14011452975079175,0
103112,0.16111563088154157,0
103113,0.6911762941664221,1
103114,0.8780778734662884,1
103115,0.132924183745589,0
103116,0.6786890188385006,1
103117,0.40052887276394783,0
103118,0.25699748145404966,0
103119,0.16813424885839326,0
103120,0.21559038886204404,0
103121,0.6373157576321475,1
103122,0.17318273303645165,0
103123,0.2959993635147584,0
103124,0.7468253076939564,1
103125,0.2059371552477645,0
103126,0.6859346243630071,1
103127,0.8306951091845451,1
103128,0.2103340924964873,0
103129,0.7460741729555169,1
103130,0.3889614535700899,0
103131,0.47699994718731364,0
103132,0.2001729620210294,0
103133,0.23935202621588192,0
103134,0.43888902577758715,0
103135,0.5186190964945272,1
103136,0.3094083875176255,0
103137,0.23496709927591805,0
103138,0.21271445665346195,0
103139,0.9223752606458263,1
103140,0.7704966718954431,1
103141,0.4669812297285547,0
103142,0.7391092945076306,1
103143,0.29556191429394774,0
103144,0.5962035649877634,1
103145,0.2435522778372584,0
103146,0.669621060258779,1
103147,0.725702447965595,1
103148,0.5462893422712678,1
103149,0.8589189767711326,1
103150,0.3951866709193826,0
103151,0.39827278589610626,0
103152,0.23384608076632926,0
