User_ID,predicted_probability,Converted
103001,0.14309265431270346,0
103002,0.3028871414905852,0
103003,0.47075290024321725,1
103004,0.6166269558225389,1
103005,0.2998916295644095,0
103006,0.3968021548927948,0
103007,0.6094915772153805,1
103008,0.2729730772998656,0
103009,0.3318389507692803,0
103010,0.18238934645229798,0
103011,0.3052070067643919,0
103012,0.5226572623192595,1
103013,0.69949807088218,1
103014,0.5954850546197499,1
103015,0.39334433348588616,0
103016,0.13857246669424964,0
103017,0.5128678226035712,1
103018,0.6603574549389416,1
103019,0.20044308264619112,0
103020,0.4977363532176235,1
103021,0.2274482394592742,0
103022,0.3683210987672372,0
103023,0.7684997287466587,1
103024,0.46714009651243266,1
103025,0.21650987584533438,0
103026,0.6487673075247435,1
103027,0.49919786535234145,1
103028,0.5502238102893453,1
103029,0.13429079558967755,0
103030,0.487072350025307,1
103031,0.42952303188817476,0
103032,0.1640278549287577,0
103033,0.4923653939923551,1
103034,0.4468785892828454,1
103035,0.22206358782404678,0
103036,0.6301588640499156,1
103037,0.2766698283262478,0
103038,0.4796363948730927,1
103039,0.29965936773371127,0
103040,0.7184859174922138,1
103041,0.5983778365250968,1
103042,0.4657609611024738,1
103043,0.1885401873827054,0
103044,0.1280571164529031,0
103045,0.6926090882951941,1
103046,0.5101633210554405,1
103047,0.31001656748562195,0
103048,0.3632487810266444,0
103049,0.20116358436556436,0
103050,0.07165714995816645,0
103051,0.5675650874890515,1
103052,0.22861583484065776,0
103053,0.2857138469786345,0
103054,0.132520473464189,0
103055,0.29969370350019275,0
103056,0.47083755213999046,1
103057,0.6332654478863335,1
103058,0.6585168860584478,1
103059,0.6570528637673383,1
103060,0.5764799037176687,1
103061,0.6886080935905925,1
103062,0.5152566984217211,1
103063,0.18716775563242402,0
103064,0.2685214499766252,0
103065,0.7870665225683858,1
103066,0.2253154854351582,0
103067,0.2110571826997444,0
103068,0.15013146209663403,0
103069,0.6540779175097828,1
103070,0.5085159633885409,1
103071,0.4430012204235456,1
103072,0.6873423980409475,1
103073,0.7360358209881019,1
103074,0.4643445216353994,1
103075,0.6193911625468826,1
103076,0.18818525370066816,0
103077,0.5453300685969874,1
103078,0.49702069818919387,1
103079,0.3587768452072851,0
103080,0.34752773744108806,0
103081,0.2492945957131577,0
103082,0.12015337205027099,0
103083,0.5448555155088904,1
103084,0.656825693960061,1
103085,0.19818812581395945,0
103086,0.26640275344036435,0
103087,0.31263257108150544,0
103088,0.2614527286721491,0
103089,0.1385774300055777,0
103090,0.47969014073832095,1
103091,0.2442621909235282,0
103092,0.20723756231878698,0
103093,0.14920394906938259,0
103094,0.11879919340618882,0
103095,0.13299510471672848,0
103096,0.23099893474644867,0
103097,0.6367628507756306,1
103098,0.6000480797655162,1
103099,0.7160180630344501,1
103100,0.6226469014856195,1
103101,0.31521863452345483,0
103102,0.6476507572972142,1
103103,0.23660291958551177,0
103104,0.3307975710634362,0
103105,0.19182999209631052,0
103106,0.6975860914503353,1
103107,0.5679831555959352,1
103108,0.14628488450707222,0
103109,0.42288592221472715,0
103110,0.28139314526459686,0
103111,0.10942569827576673,0
103112,0.13865643860634996,0
103113,0.6147234533836238,1
103114,0.8001729159102822,1
103115,0.11473881182318305,0
103116,0.6280809003961066,1
103117,0.35570511293412027,0
103118,0.24516621510128872,0
103119,0.13211273305321342,0
103120,0.18070323583994827,0
103121,0.5958890157988604,1
103122,0.15194987872012633,0
103123,0.26293683286579295,0
103124,0.7022856835553197,1
103125,0.17268833266155492,0
103126,0.6579855801040252,1
103127,0.7828155187179006,1
103128,0.1812731073792962,0
103129,0.7064965135795571,1
103130,0.3489044259448466,0
103131,0.48513728377537746,1
103132,0.16871034032368934,0
103133,0.1971290434143912,0
103134,0.4267363540962532,0
103135,0.4565879402896989,1
103136,0.2954061599494026,0
103137,0.2012097600519747,0
103138,0.20883595089374377,0
103139,0.83465557929071,1
103140,0.7047398215565226,1
103141,0.42951028513754663,0
103142,0.6424161404210654,1
103143,0.23943668768083595,0
103144,0.514971728727384,1
103145,0.23227254112955736,0
103146,0.6248524475601027,1
103147,0.6659063095408433,1
103148,0.5033800232709749,1
103149,0.8059874515390294,1
103150,0.3721503274263599,0
103151,0.3255262758472896,0
103152,0.1885701226680085,0
103153,0.7470335502862911,1
103154,0.49482075720470925,1
103155,0.21633522331104146,0
103156,0.7194791205444035,1
103157,0.31279674804195484,0
103158,0.7129253823153436,1
103159,0.27008588887857815,0
103160,0.10407913043715224,0
103161,0.1952838857014747,0
103162,0.5347446291450013,1
103163,0.444170883950374,1
103164,0.49874484272404485,1
103165,0.11335736958799435,0
103166,0.40414754283575793,0
103167,0.3602633516472812,0
103168,0.4795280072085839,1
103169,0.16292768747692338,0
103170,0.4868382964060767,1
103171,0.4107393113571491,0
103172,0.367599995098725,0
103173,0.49974908758285935,1
103174,0.2522114791969834,0
103175,0.7091151326833611,1
103176,0.2863556873503608,0
103177,0.4418722197563572,1
103178,0.3834533427144426,0
103179,0.2935430604040874,0
103180,0.14101915525113592,0
103181,0.5420002622431552,1
103182,0.25464724781331016,0
103183,0.7034470757440264,1
103184,0.688898655716729,1
103185,0.19571600732921057,0
103186,0.33128302183113223,0
103187,0.698581569794072,1
103188,0.4162788458391232,0
103189,0.09083945130180408,0
103190,0.15651977588698276,0
103191,0.3708380014818823,0
103192,0.49313385914976726,1
103193,0.3309094994645261,0
103194,0.2372226480647044,0
103195,0.24116405677999064,0
103196,0.25820585277707275,0
103197,0.1679215169911591,0
103198,0.2332888745769058,0
103199,0.22141073531419025,0
103200,0.5902311243171054,1
103201,0.6015256962074962,1
103202,0.4881297495786157,1
103203,0.22640971812484764,0
103204,0.2750064341506439,0
103205,0.2258301736223418,0
103206,0.26631878731937386,0
103207,0.18128837198775222,0
103208,0.6098993613712511,1
103209,0.6209192337379283,1
103210,0.8202943668116363,1
103211,0.12600577698125273,0
103212,0.2495141458822966,0
103213,0.343720029578609,0
103214,0.3068944397558482,0
103215,0.5886578504263087,1
103216,0.37180336043789985,0
103217,0.44674063950434184,1
103218,0.5206866444916982,1
103219,0.36623542132179127,0
103220,0.5484540122337515,1
103221,0.23760204848349248,0
103222,0.6610092322518801,1
103223,0.472820789882379,1
103224,0.3087230114887752,0
103225,0.45921763950995004,1
103226,0.08731165793677861,0
103227,0.2308619834842088,0
103228,0.11084166552108084,0
103229,0.6665528010428364,1
103230,0.7869857740402064,1
103231,0.3458230042605904,0
103232,0.6353701198679763,1
103233,0.5542082617767438,1
103234,0.2362429446628783,0
103235,0.6148312138811778,1
103236,0.5909599067370676,1
103237,0.7929984587075868,1
103238,0.3421855504932099,0
103239,0.7779553978322467,1
103240,0.7771083081118533,1
103241,0.7009717931659409,1
103242,0.2967304362685231,0
103243,0.10902712542760849,0
103244,0.5792376127416224,1
103245,0.7342693542404468,1
103246,0.3369164376935234,0
103247,0.2929093920376776,0
103248,0.3870353641447238,0
103249,0.23050224426733246,0
103250,0.5698981490707871,1
103251,0.3678293229591676,0
103252,0.577205807416275,1
103253,0.15655642580549103,0
103254,0.5037110215551215,1
103255,0.2619347917363436,0
103256,0.6071936904078967,1
103257,0.4980829089392853,1
103258,0.48007699321203917,1
103259,0.5682163715477853,1
103260,0.3004196260209249,0
103261,0.3694970674619989,0
103262,0.4306487474427151,0
103263,0.3406561497157154,0
103264,0.384031846863391,0
103265,0.5524238744041913,1
103266,0.26582774277299115,0
103267,0.07175060399955138,0
103268,0.33580899778800744,0
103269,0.17646418763609745,0
103270,0.43450767289597664,0
103271,0.3586864290522011,0
103272,0.7125997885865971,1
103273,0.5598748106598073,1
103274,0.3497302800064968,0
103275,0.6644822025617259,1
103276,0.3793646423399654,0
103277,0.5215892105281128,1
103278,0.16426595619708276,0
103279,0.06664434553463344,0
103280,0.34215504671747626,0
103281,0.32093910435567363,0
103282,0.7750896512765134,1
103283,0.3640183380316165,0
103284,0.6575408143522612,1
103285,0.6557763985829173,1
103286,0.22516456449682468,0
103287,0.3643797997052035,0
103288,0.09789136000209284,0
103289,0.37271572388943913,0
103290,0.24053417563751905,0
103291,0.5031003939713818,1
103292,0.23111571242866022,0
103293,0.2543397351287693,0
103294,0.6875621070462641,1
103295,0.2887598029612296,0
103296,0.45145048161332035,1
103297,0.41767179280589467,0
103298,0.5639443637133732,1
103299,0.6157286146633348,1
103300,0.11107058056460023,0
103301,0.1992517846532922,0
103302,0.5093936777372894,1
103303,0.34268610593117504,0
103304,0.2236973593671109,0
103305,0.36449612544834076,0
103306,0.2909414603243134,0
103307,0.23849455465050562,0
103308,0.31358398865132814,0
103309,0.2496120199103891,0
103310,0.18564369688669455,0
103311,0.5855603581142423,1
103312,0.4857666681933968,1
103313,0.5414824651507948,1
103314,0.3334287199958668,0
103315,0.5091319061790337,1
103316,0.3435878296344807,0
103317,0.2123835977471959,0
103318,0.4538579195191488,1
103319,0.7674227091248351,1
103320,0.5399609946205632,1
103321,0.25414403641906125,0
103322,0.5591815755056779,1
103323,0.1831966520636888,0
103324,0.5586340721684129,1
103325,0.4473001125698679,1
103326,0.3424811112925599,0
103327,0.11262789018967428,0
103328,0.5866671759192592,1
103329,0.5768192692236759,1
103330,0.16898899022077238,0
103331,0.32157475594463636,0
103332,0.08553501129699961,0
103333,0.5799317809469577,1
103334,0.5605006459748665,1
103335,0.20076806798971145,0
103336,0.32449835112578695,0
103337,0.18661500704256076,0
103338,0.34014039481358826,0
103339,0.6634265065923506,1
103340,0.7703322045061098,1
103341,0.17479146148206007,0
103342,0.6125128202482106,1
103343,0.11916352283397362,0
103344,0.40778374398641554,0
103345,0.34143535843469575,0
103346,0.5714709409151038,1
103347,0.6962511252527491,1
103348,0.5097734431372715,1
103349,0.29524390372687465,0
103350,0.26496129043828076,0
103351,0.17129819718822542,0
103352,0.38836186628407704,0
103353,0.16558923088328073,0
103354,0.212482262864838,0
103355,0.7900829822472899,1
103356,0.7808540992406453,1
103357,0.7381571900995029,1
103358,0.65266846331453,1
103359,0.29761008634852615,0
103360,0.5005098374442072,1
103361,0.5423643899149505,1
103362,0.6555324951705456,1
103363,0.5980833249588661,1
103364,0.2761757442951868,0
103365,0.35794114331797594,0
103366,0.5413368892338158,1
103367,0.38488011283464113,0
103368,0.2849739269034123,0
103369,0.12698141615498995,0
103370,0.7903943356751645,1
103371,0.6447314461728585,1
103372,0.46073508649236794,1
103373,0.8131858137164724,1
103374,0.24952707405670504,0
103375,0.21328080483111522,0
103376,0.4275115878159115,0
103377,0.4410725497039684,1
103378,0.5768429596593385,1
103379,0.5740609509192962,1
103380,0.3414889376661474,0
103381,0.16063308655110892,0
103382,0.15262043314057533,0
103383,0.21798026571145437,0
103384,0.16355262469759732,0
103385,0.19221926136427908,0
103386,0.6219905889252375,1
103387,0.7037948854120784,1
103388,0.4186780987429996,0
103389,0.5780866550060236,1
103390,0.18390525400904212,0
103391,0.7364051237239124,1
103392,0.3876666519980286,0
103393,0.5023478920428539,1
103394,0.15182300757512207,0
103395,0.5590395183514146,1
103396,0.3263473291339646,0
103397,0.5886289939010712,1
103398,0.32016113320627654,0
103399,0.21304782366179645,0
103400,0.1039548423748715,0
103401,0.2250400554641384,0
103402,0.7235115280976466,1
103403,0.16226250476915838,0
103404,0.6178896048264181,1
103405,0.13183956551269796,0
103406,0.2546507914358501,0
103407,0.14748370702774502,0
103408,0.27500594347334095,0
103409,0.24563327364292636,0
103410,0.3274299836967157,0
103411,0.5281321298625964,1
103412,0.24104609897015708,0
103413,0.20555481731256087,0
103414,0.542446087762867,1
103415,0.2880541192354962,0
103416,0.1974230157877229,0
103417,0.14005308590075494,0
103418,0.13252211215404835,0
103419,0.3575276514900591,0
103420,0.052845652710071016,0
103421,0.2099332019552899,0
103422,0.4671225216470068,1
103423,0.5868557832399053,1
103424,0.7422887564914381,1
103425,0.24604984193800877,0
103426,0.37342404680149766,0
103427,0.3854485749948432,0
103428,0.13801199185349844,0
103429,0.48409604185577104,1
103430,0.09160169534058477,0
103431,0.6376678021856222,1
103432,0.1619640039411038,0
103433,0.2428981129455951,0
103434,0.7027474951108934,1
103435,0.7921331901956046,1
103436,0.6286612086171867,1
103437,0.4645084464312801,1
103438,0.4734480034612594,1
103439,0.1360860612061472,0
103440,0.1257447132708332,0
103441,0.23562501554173226,0
103442,0.26554309927646147,0
103443,0.37869367917257873,0
103444,0.202617665954964,0
103445,0.557456146253583,1
103446,0.20112180044943453,0
103447,0.5982389336132825,1
103448,0.7691575574974763,1
103449,0.26311780744108537,0
103450,0.27374566539980044,0
103451,0.21272191326032186,0
103452,0.39553526164710723,0
103453,0.7455512163141274,1
103454,0.5048647343857593,1
103455,0.604612877064417,1
103456,0.7029187738478917,1
103457,0.20408368801995228,0
103458,0.17595280160265064,0
103459,0.18053398360993694,0
103460,0.23945666275635527,0
103461,0.272634069494888,0
103462,0.22995717542452565,0
103463,0.5956702143166809,1
103464,0.7326350399155942,1
103465,0.14669966567115833,0
103466,0.6122993333662178,1
103467,0.6006296610108093,1
103468,0.31476621590418025,0
103469,0.257923817808851,0
103470,0.7626771064456808,1
103471,0.5874234007859365,1
103472,0.6802365391560532,1
103473,0.2205360419739485,0
103474,0.12788135528594702,0
103475,0.5720551787796608,1
103476,0.40504226810501553,0
103477,0.19532811543075226,0
103478,0.20397202782009427,0
103479,0.2160649813363538,0
103480,0.47761334949320994,1
103481,0.6250617283720694,1
103482,0.5474217434646016,1
103483,0.6800049554534586,1
103484,0.28322642016920274,0
103485,0.48658969868117447,1
103486,0.2776800189985967,0
103487,0.17329039630400875,0
103488,0.45622941097072844,1
103489,0.1783537939244329,0
103490,0.5649464592359006,1
103491,0.4344922223897615,0
103492,0.16280205050499522,0
103493,0.4070608769867976,0
103494,0.23700427706251614,0
103495,0.15867575197199368,0
103496,0.478270287171375,1
103497,0.2059729832593251,0
103498,0.313741301123173,0
103499,0.4396152360532168,1
103500,0.4470794302798176,1
103501,0.32221472449270944,0
103502,0.7330269322810585,1
103503,0.19274478492074842,0
103504,0.7440879321055596,1
103505,0.46175754722775225,1
103506,0.30237727623515215,0
103507,0.41668069286550113,0
103508,0.8049236553563219,1
103509,0.696329375631822,1
103510,0.6915479566949605,1
103511,0.3821837520560783,0
103512,0.6812024534744304,1
103513,0.5932469741533142,1
103514,0.15151386868665565,0
103515,0.09915358987374286,0
103516,0.6414624343573118,1
103517,0.7205277218750528,1
103518,0.3570400219958792,0
103519,0.4830035028385704,1
103520,0.5670233981905928,1
103521,0.7608364797789862,1
103522,0.5466088990470968,1
103523,0.20395666616996228,0
103524,0.08207003885318649,0
103525,0.7676136298061843,1
103526,0.22637953946928532,0
103527,0.19881117434047013,0
103528,0.29158831353985554,0
103529,0.7321675940848658,1
103530,0.736815991623938,1
103531,0.34900777937387045,0
103532,0.6162399404755995,1
103533,0.5882747807498089,1
103534,0.5707808665748116,1
103535,0.4829467808080584,1
103536,0.5416262422953929,1
103537,0.18802677744247806,0
103538,0.6588615452648274,1
103539,0.45403811282156087,1
103540,0.621533024374684,1
103541,0.7730901817406781,1
103542,0.5268621961873942,1
103543,0.4447929338010726,1
103544,0.15779785960028417,0
103545,0.6032060084980864,1
103546,0.5608508129112753,1
103547,0.12913116333548522,0
103548,0.30500887665238374,0
103549,0.25594730626102336,0
103550,0.49692243536975195,1
103551,0.6048671602071707,1
103552,0.10769938114911494,0
103553,0.47339119188835543,1
103554,0.33171057509643465,0
103555,0.504451245742549,1
103556,0.3482733193541527,0
103557,0.47100999325089976,1
103558,0.14597163824744838,0
103559,0.244672910321296,0
103560,0.5602588320817266,1
103561,0.10825834684022759,0
103562,0.2999471135975781,0
103563,0.5578213393620922,1
103564,0.43209160195450946,0
103565,0.4997696009188637,1
103566,0.1866122269529815,0
103567,0.7721218103863694,1
103568,0.6423212303372348,1
103569,0.32680361333045527,0
103570,0.3451936193772991,0
103571,0.3495602031030444,0
