model,public_f1,threshold,accuracy,precision,recall,positive_predictions
fine_blend_logreg_0.785_tabicl_0.215,0.5633434915106661,0.4410240137892192,0.6656666666666666,0.4585400425230333,0.7302483069977427,1411
fine_blend_logreg_0.790_tabicl_0.210,0.5633434915106661,0.4416019315565983,0.6656666666666666,0.4585400425230333,0.7302483069977427,1411
fine_blend_logreg_0.850_tabicl_0.150,0.5630472854640981,0.45507229548072153,0.6673333333333333,0.45994277539341916,0.7257336343115124,1398
fine_blend_logreg_0.845_tabicl_0.155,0.5630472854640981,0.45453517779722113,0.6673333333333333,0.45994277539341916,0.7257336343115124,1398
fine_blend_logreg_0.840_tabicl_0.160,0.5630472854640981,0.4537736835360027,0.6673333333333333,0.45994277539341916,0.7257336343115124,1398
fine_blend_logreg_0.835_tabicl_0.165,0.5630472854640981,0.45275813406225474,0.6673333333333333,0.45994277539341916,0.7257336343115124,1398
fine_blend_logreg_0.795_tabicl_0.205,0.562962962962963,0.44305803009849143,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.750_tabicl_0.250,0.562962962962963,0.4354937930085383,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.760_tabicl_0.240,0.562962962962963,0.43734661092080696,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.740_tabicl_0.260,0.562962962962963,0.43346269406104226,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.745_tabicl_0.255,0.562962962962963,0.43447824353479025,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.770_tabicl_0.230,0.562962962962963,0.4389784449715739,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.765_tabicl_0.235,0.562962962962963,0.4381625279461904,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.780_tabicl_0.220,0.562962962962963,0.44044609602183993,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.775_tabicl_0.225,0.562962962962963,0.43979436199695743,0.6656666666666666,0.45848119233498935,0.7291196388261851,1409
fine_blend_logreg_0.830_tabicl_0.170,0.562800875273523,0.4517425845885067,0.667,0.45961401000714797,0.7257336343115124,1399
fine_blend_logreg_0.800_tabicl_0.200,0.5627177700348432,0.4438739471238749,0.6653333333333333,0.4581560283687943,0.7291196388261851,1410
fine_blend_logreg_0.815_tabicl_0.185,0.5627177700348432,0.44632169820002543,0.6653333333333333,0.4581560283687943,0.7291196388261851,1410
fine_blend_logreg_0.820_tabicl_0.180,0.5627177700348432,0.4471376152254089,0.6653333333333333,0.4581560283687943,0.7291196388261851,1410
fine_blend_logreg_0.805_tabicl_0.195,0.5627177700348432,0.44468986414925843,0.6653333333333333,0.4581560283687943,0.7291196388261851,1410
fine_blend_logreg_0.810_tabicl_0.190,0.5627177700348432,0.4455057811746419,0.6653333333333333,0.4581560283687943,0.7291196388261851,1410
fine_blend_logreg_0.755_tabicl_0.245,0.5627177700348432,0.4365093424822863,0.6653333333333333,0.4581560283687943,0.7291196388261851,1410
fine_blend_logreg_0.695_tabicl_0.305,0.5626911314984709,0.426151419122342,0.6663333333333333,0.45901639344262296,0.7268623024830699,1403
fine_blend_logreg_0.710_tabicl_0.290,0.5626911314984709,0.42918744066697195,0.6663333333333333,0.45901639344262296,0.7268623024830699,1403
fine_blend_logreg_0.705_tabicl_0.295,0.5626911314984709,0.4283715236415885,0.6663333333333333,0.45901639344262296,0.7268623024830699,1403
fine_blend_logreg_0.700_tabicl_0.300,0.5626911314984709,0.42742344791730047,0.6663333333333333,0.45901639344262296,0.7268623024830699,1403
fine_blend_logreg_0.665_tabicl_0.335,0.5625546806649169,0.42136749047924293,0.6666666666666666,0.4592857142857143,0.7257336343115124,1400
fine_blend_logreg_0.660_tabicl_0.340,0.5625546806649169,0.42020862206281695,0.6666666666666666,0.4592857142857143,0.7257336343115124,1400
fine_blend_logreg_0.825_tabicl_0.175,0.5625546806649169,0.45072703511475865,0.6666666666666666,0.4592857142857143,0.7257336343115124,1400
fine_blend_logreg_0.670_tabicl_0.330,0.5625546806649169,0.4225263588956689,0.6666666666666666,0.4592857142857143,0.7257336343115124,1400
fine_blend_logreg_0.675_tabicl_0.325,0.5625546806649169,0.4234760214892875,0.6666666666666666,0.4592857142857143,0.7257336343115124,1400
fine_blend_logreg_0.640_tabicl_0.360,0.5625274243089075,0.417764602311603,0.6676666666666666,0.4601579325197416,0.7234762979683973,1393
fine_blend_logreg_0.635_tabicl_0.365,0.5625274243089075,0.4166261722386936,0.6676666666666666,0.4601579325197416,0.7234762979683973,1393
